=== WEDDING PHOTO IMAGE ANALYSIS REPORT ===
Generated on: Wed Oct  1 13:13:54 CDT 2025
Directory: public/wedding-photos

CRITERIA FOR UPSCALING:
- Width or height less than 1200px
- File size less than 100KB

=== DIRECTORY: 2014-2 ===

File Name                           | Dimensions   | Size KB  | Needs Upscaling | Reason
056.jpg                             | 512x768       | 49       | YES             | Low resolution + Small file size
057.jpg                             | 512x768       | 39       | YES             | Low resolution + Small file size

=== DIRECTORY: loria-and-jason-rolstad-agape ===

File Name                           | Dimensions   | Size KB  | Needs Upscaling | Reason
----------------------------------- | ------------ | -------- | --------------- | --------------------
001.jpg                             | 1440x810       | 366      | YES             | Low resolution
002.jpg                             | 316x474       | 30       | YES             | Low resolution + Small file size
003.jpg                             | 316x474       | 38       | YES             | Low resolution + Small file size
004.jpg                             | 316x474       | 62       | YES             | Low resolution + Small file size
005.jpg                             | 316x474       | 41       | YES             | Low resolution + Small file size
006.jpg                             | 316x474       | 32       | YES             | Low resolution + Small file size
007.jpg                             | 316x474       | 37       | YES             | Low resolution + Small file size
008.jpg                             | 316x474       | 30       | YES             | Low resolution + Small file size
009.jpg                             | 316x474       | 40       | YES             | Low resolution + Small file size
010.jpg                             | 316x474       | 63       | YES             | Low resolution + Small file size
011.jpg                             | 316x474       | 66       | YES             | Low resolution + Small file size
012.jpg                             | 316x474       | 75       | YES             | Low resolution + Small file size
013.jpg                             | 316x474       | 41       | YES             | Low resolution + Small file size
014.jpg                             | 316x474       | 62       | YES             | Low resolution + Small file size
015.jpg                             | 316x474       | 92       | YES             | Low resolution + Small file size
016.jpg                             | 316x474       | 94       | YES             | Low resolution + Small file size
017.jpg                             | 316x474       | 73       | YES             | Low resolution + Small file size
018.jpg                             | 316x474       | 41       | YES             | Low resolution + Small file size
019.jpg                             | 316x474       | 92       | YES             | Low resolution + Small file size
020.jpg                             | 316x474       | 108      | YES             | Low resolution
021.jpg                             | 316x474       | 52       | YES             | Low resolution + Small file size
022.jpg                             | 316x474       | 57       | YES             | Low resolution + Small file size
023.jpg                             | 316x474       | 57       | YES             | Low resolution + Small file size
024.jpg                             | 316x474       | 55       | YES             | Low resolution + Small file size
025.jpg                             | 316x474       | 73       | YES             | Low resolution + Small file size
026.jpg                             | 316x474       | 57       | YES             | Low resolution + Small file size
027.jpg                             | 316x474       | 54       | YES             | Low resolution + Small file size
028.jpg                             | 316x474       | 47       | YES             | Low resolution + Small file size
029.jpg                             | 316x474       | 68       | YES             | Low resolution + Small file size
030.jpg                             | 316x474       | 56       | YES             | Low resolution + Small file size
031.jpg                             | 316x474       | 65       | YES             | Low resolution + Small file size
032.jpg                             | 316x474       | 56       | YES             | Low resolution + Small file size
033.jpg                             | 316x474       | 57       | YES             | Low resolution + Small file size
034.jpg                             | 316x474       | 40       | YES             | Low resolution + Small file size
035.jpg                             | 316x474       | 45       | YES             | Low resolution + Small file size
036.jpg                             | 316x474       | 37       | YES             | Low resolution + Small file size
037.jpg                             | 316x474       | 36       | YES             | Low resolution + Small file size
038.jpg                             | 316x474       | 33       | YES             | Low resolution + Small file size
039.jpg                             | 316x474       | 61       | YES             | Low resolution + Small file size
040.jpg                             | 316x474       | 34       | YES             | Low resolution + Small file size
041.jpg                             | 316x474       | 25       | YES             | Low resolution + Small file size
042.jpg                             | 316x474       | 37       | YES             | Low resolution + Small file size
043.jpg                             | 316x474       | 26       | YES             | Low resolution + Small file size
044.jpg                             | 316x474       | 43       | YES             | Low resolution + Small file size
045.jpg                             | 316x474       | 30       | YES             | Low resolution + Small file size
046.jpg                             | 316x474       | 36       | YES             | Low resolution + Small file size
047.jpg                             | 316x474       | 61       | YES             | Low resolution + Small file size
048.jpg                             | 316x474       | 35       | YES             | Low resolution + Small file size
049.jpg                             | 316x474       | 48       | YES             | Low resolution + Small file size
050.jpg                             | 316x474       | 52       | YES             | Low resolution + Small file size
051.jpg                             | 316x474       | 49       | YES             | Low resolution + Small file size
052.jpg                             | 316x474       | 24       | YES             | Low resolution + Small file size
053.jpg                             | 316x474       | 27       | YES             | Low resolution + Small file size
054.jpg                             | 316x474       | 42       | YES             | Low resolution + Small file size
055.jpg                             | 316x474       | 32       | YES             | Low resolution + Small file size
056.jpg                             | 316x474       | 30       | YES             | Low resolution + Small file size
057.jpg                             | 316x474       | 49       | YES             | Low resolution + Small file size
058.jpg                             | 316x474       | 44       | YES             | Low resolution + Small file size
059.jpg                             | 316x474       | 37       | YES             | Low resolution + Small file size
060.jpg                             | 316x474       | 27       | YES             | Low resolution + Small file size
061.jpg                             | 316x474       | 30       | YES             | Low resolution + Small file size
062.jpg                             | 316x474       | 41       | YES             | Low resolution + Small file size
063.jpg                             | 316x474       | 39       | YES             | Low resolution + Small file size
064.jpg                             | 316x474       | 29       | YES             | Low resolution + Small file size
065.jpg                             | 316x474       | 63       | YES             | Low resolution + Small file size
066.jpg                             | 316x474       | 42       | YES             | Low resolution + Small file size
067.jpg                             | 316x474       | 57       | YES             | Low resolution + Small file size
068.jpg                             | 316x474       | 40       | YES             | Low resolution + Small file size
069.jpg                             | 316x474       | 91       | YES             | Low resolution + Small file size
070.jpg                             | 316x237       | 33       | YES             | Low resolution + Small file size
071.jpg                             | 316x237       | 38       | YES             | Low resolution + Small file size
072.jpg                             | 316x237       | 45       | YES             | Low resolution + Small file size
073.jpg                             | 316x237       | 43       | YES             | Low resolution + Small file size
074.jpg                             | 316x237       | 29       | YES             | Low resolution + Small file size
075.jpg                             | 316x237       | 36       | YES             | Low resolution + Small file size
076.jpg                             | 316x237       | 33       | YES             | Low resolution + Small file size
077.jpg                             | 316x237       | 34       | YES             | Low resolution + Small file size
078.jpg                             | 316x237       | 31       | YES             | Low resolution + Small file size
079.jpg                             | 316x237       | 28       | YES             | Low resolution + Small file size
080.jpg                             | 316x237       | 41       | YES             | Low resolution + Small file size
081.jpg                             | 316x237       | 14       | YES             | Low resolution + Small file size
082.jpg                             | 316x237       | 26       | YES             | Low resolution + Small file size
083.jpg                             | 316x237       | 21       | YES             | Low resolution + Small file size
084.jpg                             | 316x237       | 25       | YES             | Low resolution + Small file size
085.jpg                             | 316x237       | 16       | YES             | Low resolution + Small file size
086.jpg                             | 316x237       | 23       | YES             | Low resolution + Small file size
087.jpg                             | 316x237       | 21       | YES             | Low resolution + Small file size
088.jpg                             | 316x237       | 23       | YES             | Low resolution + Small file size
089.jpg                             | 316x237       | 33       | YES             | Low resolution + Small file size
090.jpg                             | 316x237       | 16       | YES             | Low resolution + Small file size
091.jpg                             | 316x237       | 22       | YES             | Low resolution + Small file size
092.jpg                             | 316x237       | 33       | YES             | Low resolution + Small file size
093.jpg                             | 316x237       | 34       | YES             | Low resolution + Small file size
094.jpg                             | 316x237       | 26       | YES             | Low resolution + Small file size
095.jpg                             | 316x237       | 44       | YES             | Low resolution + Small file size
096.jpg                             | 316x237       | 41       | YES             | Low resolution + Small file size

=== DIRECTORY: mattea-courtney-photo-gallery ===

File Name                           | Dimensions   | Size KB  | Needs Upscaling | Reason
----------------------------------- | ------------ | -------- | --------------- | --------------------
001.jpg                             | 1024x683       | 239      | YES             | Low resolution
002.jpg                             | 1024x683       | 235      | YES             | Low resolution
003.jpg                             | 1024x1536      | 656      | YES             | Low resolution
004.jpg                             | 1024x1536      | 740      | YES             | Low resolution
005.jpg                             | 1024x683       | 164      | YES             | Low resolution
006.jpg                             | 1024x1536      | 394      | YES             | Low resolution
007.jpg                             | 1024x683       | 409      | YES             | Low resolution
008.jpg                             | 1024x1536      | 248      | YES             | Low resolution
009.jpg                             | 1024x683       | 257      | YES             | Low resolution
010.jpg                             | 1024x683       | 116      | YES             | Low resolution
011.jpg                             | 1024x1536      | 247      | YES             | Low resolution
012.jpg                             | 1024x683       | 380      | YES             | Low resolution
013.jpg                             | 1024x683       | 362      | YES             | Low resolution
014.jpg                             | 1024x1536      | 263      | YES             | Low resolution
015.jpg                             | 1024x1536      | 236      | YES             | Low resolution
016.jpg                             | 1024x1534      | 483      | YES             | Low resolution
017.jpg                             | 1024x683       | 102      | YES             | Low resolution
018.jpg                             | 1024x1534      | 364      | YES             | Low resolution
019.jpg                             | 1024x1534      | 348      | YES             | Low resolution
020.jpg                             | 1024x1536      | 212      | YES             | Low resolution
021.jpg                             | 1024x1536      | 236      | YES             | Low resolution
022.jpg                             | 1024x683       | 313      | YES             | Low resolution
023.jpg                             | 1024x1534      | 672      | YES             | Low resolution
024.jpg                             | 1024x1536      | 233      | YES             | Low resolution
025.jpg                             | 1024x1536      | 282      | YES             | Low resolution
026.jpg                             | 1024x1536      | 189      | YES             | Low resolution
027.jpg                             | 1024x683       | 179      | YES             | Low resolution
028.jpg                             | 1024x1536      | 288      | YES             | Low resolution
029.jpg                             | 1024x683       | 127      | YES             | Low resolution
030.jpg                             | 1024x1536      | 299      | YES             | Low resolution
031.jpg                             | 1024x683       | 137      | YES             | Low resolution
032.jpg                             | 1024x683       | 157      | YES             | Low resolution
033.jpg                             | 1024x683       | 183      | YES             | Low resolution
034.jpg                             | 1024x683       | 150      | YES             | Low resolution
035.jpg                             | 1024x683       | 101      | YES             | Low resolution
036.jpg                             | 1024x1536      | 269      | YES             | Low resolution
037.jpg                             | 1024x1536      | 268      | YES             | Low resolution
038.jpg                             | 1024x683       | 152      | YES             | Low resolution
039.jpg                             | 1024x1536      | 172      | YES             | Low resolution
040.jpg                             | 1024x683       | 212      | YES             | Low resolution
041.jpg                             | 1024x683       | 187      | YES             | Low resolution
042.jpg                             | 1024x1536      | 356      | YES             | Low resolution
043.jpg                             | 1024x1536      | 235      | YES             | Low resolution
044.jpg                             | 1024x683       | 197      | YES             | Low resolution
045.jpg                             | 1024x1536      | 285      | YES             | Low resolution
046.jpg                             | 1024x683       | 202      | YES             | Low resolution
047.jpg                             | 1024x683       | 363      | YES             | Low resolution
048.jpg                             | 1024x1534      | 487      | YES             | Low resolution
049.jpg                             | 1024x1536      | 355      | YES             | Low resolution
050.jpg                             | 1024x1536      | 244      | YES             | Low resolution
051.jpg                             | 1024x1536      | 219      | YES             | Low resolution
052.jpg                             | 1024x1536      | 236      | YES             | Low resolution
053.jpg                             | 1024x1536      | 320      | YES             | Low resolution
054.jpg                             | 1024x683       | 158      | YES             | Low resolution
055.jpg                             | 1024x1536      | 560      | YES             | Low resolution
056.jpg                             | 1024x1534      | 265      | YES             | Low resolution
057.jpg                             | 1024x1536      | 233      | YES             | Low resolution
058.jpg                             | 1024x1534      | 244      | YES             | Low resolution
059.jpg                             | 1024x1534      | 265      | YES             | Low resolution
060.jpg                             | 1024x1534      | 320      | YES             | Low resolution
061.jpg                             | 1024x1534      | 270      | YES             | Low resolution
062.jpg                             | 1024x1534      | 359      | YES             | Low resolution
063.jpg                             | 1024x1534      | 313      | YES             | Low resolution
064.jpg                             | 1024x683       | 177      | YES             | Low resolution
065.jpg                             | 1024x683       | 203      | YES             | Low resolution
066.jpg                             | 1024x683       | 234      | YES             | Low resolution
067.jpg                             | 1024x683       | 230      | YES             | Low resolution
068.jpg                             | 1024x1536      | 360      | YES             | Low resolution
069.jpg                             | 1024x683       | 190      | YES             | Low resolution
070.jpg                             | 1024x683       | 232      | YES             | Low resolution
071.jpg                             | 1024x683       | 267      | YES             | Low resolution
072.jpg                             | 1024x683       | 199      | YES             | Low resolution
073.jpg                             | 1024x683       | 214      | YES             | Low resolution
074.jpg                             | 1024x683       | 197      | YES             | Low resolution
075.jpg                             | 1024x683       | 190      | YES             | Low resolution
076.jpg                             | 1024x683       | 236      | YES             | Low resolution
077.jpg                             | 1024x1536      | 392      | YES             | Low resolution
078.jpg                             | 1024x683       | 262      | YES             | Low resolution
079.jpg                             | 1024x683       | 280      | YES             | Low resolution
080.jpg                             | 1024x1536      | 367      | YES             | Low resolution
081.jpg                             | 1024x683       | 270      | YES             | Low resolution
082.jpg                             | 1024x683       | 357      | YES             | Low resolution
083.jpg                             | 1024x683       | 254      | YES             | Low resolution
084.jpg                             | 1024x683       | 355      | YES             | Low resolution
085.jpg                             | 1024x683       | 237      | YES             | Low resolution
086.jpg                             | 1024x683       | 134      | YES             | Low resolution
087.jpg                             | 1024x683       | 113      | YES             | Low resolution
088.jpg                             | 1024x683       | 178      | YES             | Low resolution
089.jpg                             | 1024x683       | 191      | YES             | Low resolution

=== DIRECTORY: nick-and-kayla ===

File Name                           | Dimensions   | Size KB  | Needs Upscaling | Reason
----------------------------------- | ------------ | -------- | --------------- | --------------------
001.jpg                             | 1440x810       | 416      | YES             | Low resolution
002.jpg                             | 316x237       | 31       | YES             | Low resolution + Small file size
003.jpg                             | 316x237       | 43       | YES             | Low resolution + Small file size
004.jpg                             | 316x237       | 39       | YES             | Low resolution + Small file size
005.jpg                             | 316x237       | 49       | YES             | Low resolution + Small file size
006.jpg                             | 316x237       | 50       | YES             | Low resolution + Small file size
007.jpg                             | 316x237       | 34       | YES             | Low resolution + Small file size
008.jpg                             | 316x237       | 40       | YES             | Low resolution + Small file size
009.jpg                             | 316x237       | 38       | YES             | Low resolution + Small file size
010.jpg                             | 316x421       | 74       | YES             | Low resolution + Small file size
011.jpg                             | 316x421       | 71       | YES             | Low resolution + Small file size
012.jpg                             | 316x421       | 57       | YES             | Low resolution + Small file size
013.jpg                             | 316x421       | 45       | YES             | Low resolution + Small file size
014.jpg                             | 316x421       | 42       | YES             | Low resolution + Small file size
015.jpg                             | 316x421       | 52       | YES             | Low resolution + Small file size

=== DIRECTORY: rachel-and-vince ===

File Name                           | Dimensions   | Size KB  | Needs Upscaling | Reason
----------------------------------- | ------------ | -------- | --------------- | --------------------
002.jpg                             | 640x960       | 74       | YES             | Low resolution + Small file size
003.jpg                             | 1229x820       | 129      | YES             | Low resolution
004.jpg                             | 1380x920       | 96       | YES             | Low resolution + Small file size
005.jpg                             | 1380x920       | 94       | YES             | Low resolution + Small file size
006.jpg                             | 1380x920       | 231      | YES             | Low resolution
007.jpg                             | 1366x911       | 245      | YES             | Low resolution
008.jpg                             | 1380x920       | 138      | YES             | Low resolution
009.jpg                             | 1380x920       | 185      | YES             | Low resolution
010.jpg                             | 1380x920       | 99       | YES             | Low resolution + Small file size
011.jpg                             | 1380x920       | 113      | YES             | Low resolution
012.jpg                             | 1380x920       | 218      | YES             | Low resolution
013.jpg                             | 1380x920       | 177      | YES             | Low resolution
014.jpg                             | 1380x920       | 138      | YES             | Low resolution
015.jpg                             | 1380x920       | 201      | YES             | Low resolution
016.jpg                             | 640x960       | 59       | YES             | Low resolution + Small file size
017.jpg                             | 640x960       | 60       | YES             | Low resolution + Small file size
018.jpg                             | 1170x780       | 109      | YES             | Low resolution
019.jpg                             | 1343x857       | 212      | YES             | Low resolution
020.jpg                             | 1380x920       | 81       | YES             | Low resolution + Small file size

=== DIRECTORY: reins-wedding ===

File Name                           | Dimensions   | Size KB  | Needs Upscaling | Reason
----------------------------------- | ------------ | -------- | --------------- | --------------------
001.jpg                             | 1440x810       | 337      | YES             | Low resolution
002.jpg                             | 316x210       | 19       | YES             | Low resolution + Small file size
003.jpg                             | 316x210       | 36       | YES             | Low resolution + Small file size
004.jpg                             | 316x210       | 35       | YES             | Low resolution + Small file size
005.jpg                             | 316x210       | 37       | YES             | Low resolution + Small file size
006.jpg                             | 316x210       | 38       | YES             | Low resolution + Small file size
007.jpg                             | 316x210       | 31       | YES             | Low resolution + Small file size
008.jpg                             | 316x210       | 28       | YES             | Low resolution + Small file size
009.jpg                             | 316x210       | 24       | YES             | Low resolution + Small file size
010.jpg                             | 316x210       | 15       | YES             | Low resolution + Small file size
011.jpg                             | 316x210       | 33       | YES             | Low resolution + Small file size
012.jpg                             | 316x210       | 27       | YES             | Low resolution + Small file size
013.jpg                             | 316x210       | 36       | YES             | Low resolution + Small file size
014.jpg                             | 316x210       | 27       | YES             | Low resolution + Small file size
015.jpg                             | 316x210       | 36       | YES             | Low resolution + Small file size
016.jpg                             | 316x210       | 45       | YES             | Low resolution + Small file size
017.jpg                             | 316x210       | 36       | YES             | Low resolution + Small file size
018.jpg                             | 316x210       | 23       | YES             | Low resolution + Small file size
019.jpg                             | 316x210       | 30       | YES             | Low resolution + Small file size
020.jpg                             | 316x210       | 33       | YES             | Low resolution + Small file size
021.jpg                             | 316x210       | 29       | YES             | Low resolution + Small file size
022.jpg                             | 316x210       | 24       | YES             | Low resolution + Small file size
023.jpg                             | 316x210       | 28       | YES             | Low resolution + Small file size
024.jpg                             | 316x421       | 38       | YES             | Low resolution + Small file size
025.jpg                             | 316x421       | 47       | YES             | Low resolution + Small file size
026.jpg                             | 316x421       | 86       | YES             | Low resolution + Small file size
027.jpg                             | 316x421       | 47       | YES             | Low resolution + Small file size
028.jpg                             | 316x421       | 73       | YES             | Low resolution + Small file size
029.jpg                             | 316x421       | 40       | YES             | Low resolution + Small file size
030.jpg                             | 316x421       | 54       | YES             | Low resolution + Small file size
031.jpg                             | 316x421       | 51       | YES             | Low resolution + Small file size
032.jpg                             | 316x421       | 45       | YES             | Low resolution + Small file size

=== SUMMARY ===

Total images analyzed: 669
Images needing upscaling: 570
Low resolution images: 570
Small file size images: 363
Percentage needing upscaling: 85.2%
